Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,3/4/2014,666.1475,567.7,681.615,562.3025
BTC,3/5/2014,660.84,666.1475,698.05,653.525
BTC,3/6/2014,662.0225,660.84,666.3275,643.525
BTC,3/7/2014,651.285,662.0225,663.74,644.345
BTC,3/10/2014,637.615,611.1625,644.8825,610.0675
BTC,3/11/2014,626,637.615,642.5275,610.995
BTC,3/12/2014,633.74749,626,645.75,615.2725
BTC,3/13/2014,631.755,633.74749,639.5375,627.3925
BTC,3/14/2014,636.41414,631.755,641.66999,631.315
BTC,3/17/2014,630.34833,632.95333,635.24333,627.48
BTC,3/18/2014,617.24333,630.34833,630.77666,616.17333
BTC,3/19/2014,616.86665,617.24333,621.47168,599.75998
BTC,3/20/2014,601.015,616.86665,621.18353,601.00996
BTC,3/21/2014,581.33333,601.015,604.52831,579.55331
BTC,3/24/2014,557.16833,562.95333,570.33081,551.16331
BTC,3/25/2014,573.34998,557.16833,587.98666,552.12997
BTC,3/26/2014,572.49161,573.34998,585.57499,570.43831
BTC,3/27/2014,570.54833,572.49161,589.95497,561.61165
BTC,3/28/2014,509.70665,570.54833,571.57667,471.01833
BTC,3/31/2014,472.4783,486.80845,486.80845,443.26166
BTC,4/1/2014,464.88,472.4783,472.4783,442.19166
BTC,4/2/2014,480.16581,464.88,500.64066,459.6783
BTC,4/3/2014,427.87498,480.16581,494.98333,419.705
BTC,4/4/2014,432.99716,427.87498,456.34863,414.41333
BTC,4/7/2014,456.46948,462.445,466.475,450.80566
BTC,4/8/2014,452.81,456.46948,458.925,443.71861
BTC,4/9/2014,450.48083,452.81,456.88188,446.71668
BTC,4/10/2014,426.98333,450.48083,453.06422,423.82189
BTC,4/11/2014,374.59166,426.98333,427.5385,344.22166
BTC,4/14/2014,409.03166,423.51566,425.68516,394.1018
BTC,4/15/2014,455.28316,409.03166,470.95333,406.85585
BTC,4/16/2014,517.09666,455.28316,524.80583,454.18166
BTC,4/17/2014,522.455,517.09666,543.31749,493.08333
BTC,4/18/2014,490.8785,522.455,529.29783,481.45501
BTC,4/21/2014,505.09665,507.80663,510.83165,489.18038
BTC,4/22/2014,497.65001,505.09665,507.44998,488.875
BTC,4/23/2014,487.84,497.65001,498.59166,482.73666
BTC,4/24/2014,487.11333,487.84,489.32333,480.58666
BTC,4/25/2014,469.08816,487.11333,500.62333,468.98333
BTC,4/28/2014,426.78166,452.14829,457.45584,423.40166
BTC,4/29/2014,432.60498,426.78166,445.73085,421.07659
BTC,4/30/2014,444.85668,432.60498,449.08171,431.00828
BTC,5/1/2014,454.55666,444.85668,455.43,432.97666
BTC,5/2/2014,453.59833,454.55666,459.42666,447.27006
BTC,5/5/2014,432.78748,438.29035,438.44883,428.51836
BTC,5/6/2014,418.61831,432.78748,434.35831,418.55791
BTC,5/7/2014,428.42593,418.61831,431.33331,418.01666
BTC,5/8/2014,442.57666,428.42593,446.35999,423.11181
BTC,5/9/2014,439.04,442.57666,445.01666,434.30833
BTC,5/12/2014,434.27,449.74166,450.04166,430.33333
BTC,5/13/2014,437,434.27,440.21333,431.515
BTC,5/14/2014,438.88,437,439.51833,433.13333
BTC,5/15/2014,445.045,438.88,445.89666,438.88
BTC,5/16/2014,443.18,445.045,447.74499,441.73333
BTC,5/19/2014,444.73833,445.15666,446.18166,442.35
BTC,5/20/2014,455.65333,444.73833,458.23333,442.05333
BTC,5/21/2014,489.86999,455.65333,494.21,450.16333
BTC,5/22/2014,490.18666,489.86999,494.46166,487.63
BTC,5/23/2014,522.31,490.18666,535.09,487.815
BTC,5/26/2014,579.59333,533.92999,589.945,533.13
BTC,5/27/2014,581.51,579.59333,589.78166,575.84
BTC,5/28/2014,572.44833,581.51,591.24166,549.62
BTC,5/29/2014,562.4,572.44833,576.55666,560.415
BTC,5/30/2014,571.845,562.4,573.27,556.28166
BTC,6/2/2014,634.98333,638.16333,676.60333,620.585
BTC,6/3/2014,660.24666,634.98333,667.19333,610.99333
BTC,6/4/2014,627.79833,660.24666,675.73833,617.78666
BTC,6/5/2014,642.89166,627.79833,650.76333,624.965
BTC,6/6/2014,652.52666,642.89166,664.97833,639.42833
BTC,6/9/2014,652.11,652.59166,655.015,649.41333
BTC,6/10/2014,644.085,652.11,653.34666,637.57833
BTC,6/11/2014,642.00666,644.085,657.97,640.465
BTC,6/12/2014,632.55,642.00666,646.385,624.16166
BTC,6/13/2014,585.48333,632.55,633.66166,562.59
BTC,6/16/2014,589.06666,570.28833,593.54833,551.31
BTC,6/17/2014,592.25666,589.06666,606.82166,585.685
BTC,6/18/2014,610.41333,592.25666,613.99166,590.18833
BTC,6/19/2014,601.88666,610.41333,612.85666,599.72333
BTC,6/20/2014,594.09333,601.88666,605.93833,590.16999
BTC,6/23/2014,592.405,599.57,602.82833,591.495
BTC,6/24/2014,584.64166,592.405,593.255,580.84
BTC,6/25/2014,575.905,584.64166,588.78,570.47166
BTC,6/26/2014,571.76666,575.905,576.03166,558.58333
BTC,6/27/2014,582.43166,571.76666,584.16333,565.91833
BTC,6/30/2014,597.51333,598.73333,600.54166,588.98
BTC,7/1/2014,647.12249,597.51333,647.12249,597.04499
BTC,7/2/2014,637.85625,647.12249,654.76874,627.77125
BTC,7/3/2014,642.65125,637.85625,653.65875,635.17999
BTC,7/4/2014,643.95124,642.65125,646.88375,635.26625
BTC,7/7/2014,631.29875,631.03,632.575,627.43125
BTC,7/8/2014,621.24249,631.29875,633.0625,612.2625
BTC,7/9/2014,620.72,621.24249,621.74749,616.19625
BTC,7/10/2014,621.3075,620.72,624.01,616.165
BTC,7/11/2014,616.83124,621.3075,621.4675,609.4275
BTC,7/14/2014,621.42499,627.69,634.12,621.28
BTC,7/15/2014,618.73875,621.42499,623.24749,615.9775
BTC,7/16/2014,619.8075,618.73875,622.46124,617.84124
BTC,7/17/2014,614.68875,619.8075,620.45,612.87625
BTC,7/18/2014,623.49749,614.68875,627.04625,611.75
BTC,7/21/2014,617.96124,623.00625,623.97375,617.38375
BTC,7/22/2014,622.10749,617.96124,622.20624,616.73375
BTC,7/23/2014,618.4475,622.10749,622.49125,617.945
BTC,7/24/2014,617.6875,618.4475,619.92375,616.93375
BTC,7/25/2014,602.93125,617.6875,618.26374,591.455
BTC,7/28/2014,580.11,592.96375,595.87875,579.15125
BTC,7/29/2014,585.44875,580.11,622.93125,511.66375
BTC,7/30/2014,580.5175,585.44875,586.625,577.58124
BTC,7/31/2014,564.57,580.5175,581.28125,559.62249
BTC,8/1/2014,583.39,564.57,587.96,564.57
BTC,8/4/2014,585.80125,581.52,588.20375,578.20875
BTC,8/5/2014,582.33375,585.80125,592.83624,581.84375
BTC,8/6/2014,582.52125,582.33375,586.70875,579.83624
BTC,8/7/2014,583.62375,582.52125,586.8775,578.80125
BTC,8/8/2014,595.80875,583.62375,598.76874,581.7175
BTC,8/11/2014,588.7525,586.05875,593.6975,585.695
BTC,8/12/2014,566.31625,588.7525,588.7525,564.91999
BTC,8/13/2014,565.55125,566.31625,573.31375,562.8375
BTC,8/14/2014,534.54,565.55125,565.73,524.33
BTC,8/15/2014,511.4725,534.54,534.57875,495.26
BTC,8/18/2014,489.4675,516.62625,516.95375,482.85875
BTC,8/19/2014,455.91625,489.4675,491.965,435.59875
BTC,8/20/2014,472.91,455.91625,488.52625,455.83375
BTC,8/21/2014,519.015,472.91,532.7675,464.39625
BTC,8/22/2014,508.12875,519.015,526.78625,506.63625
BTC,8/25/2014,503.32125,501.63125,513.375,496.2525
BTC,8/26/2014,504.62625,503.32125,506.19875,497.67625
BTC,8/27/2014,513.39125,504.62625,514.85375,503.22625
BTC,8/28/2014,514.62375,513.39125,521.34875,509.58875
BTC,8/29/2014,506.025,514.62375,515.78375,505.46125
BTC,9/1/2014,474.5425,502.055,502.54375,474.09125
BTC,9/2/2014,477.98375,474.5425,485.94,471.12375
BTC,9/3/2014,476.88375,477.98375,483.305,470.88375
BTC,9/4/2014,475.65,476.88375,479.59875,473.87875
BTC,9/5/2014,485.65125,475.65,494.03625,475.10375
BTC,9/8/2014,473.58625,481.88375,485.37,471.99875
BTC,9/9/2014,468.5775,473.58625,478.3925,464.52
BTC,9/10/2014,474.29125,468.5775,478.03375,464.65625
BTC,9/11/2014,479.4175,474.29125,487.20625,474.29125
BTC,9/12/2014,473.6725,479.4175,480.3975,471.16625
BTC,9/15/2014,475.02125,475.37875,477.78375,473.335
BTC,9/16/2014,471.08375,475.02125,476.43625,468.3875
BTC,9/17/2014,464.55375,471.08375,472.42125,461.65625
BTC,9/18/2014,449.95875,464.55375,465.32375,446.705
BTC,9/19/2014,425.4475,449.95875,451.36625,405.18375
BTC,9/22/2014,399.0975,405.79625,405.79625,390.7875
BTC,9/23/2014,399.5025,399.0975,405.245,394.59125
BTC,9/24/2014,427.8125,399.5025,443.6875,391.45625
BTC,9/25/2014,416.12,427.8125,431.79,412.89875
BTC,9/26/2014,410.15,416.12,418.56,406.60125
BTC,9/29/2014,377.97875,398.84,398.8675,370.05625
BTC,9/30/2014,376.08375,377.97875,385.71375,369.125
BTC,10/1/2014,387.94,376.08375,393.98,373.77625
BTC,10/2/2014,381.7475,387.94,390.35375,377.6
BTC,10/3/2014,372.0575,381.7475,382.77125,369.24875
BTC,10/6/2014,308.07875,335.98125,337.22375,286.36874
BTC,10/7/2014,337.23375,308.07875,343.51,304.6875
BTC,10/8/2014,326.2325,337.23375,338.76,316.71749
BTC,10/9/2014,351.34625,326.2325,355.73875,325.51375
BTC,10/10/2014,368.59625,351.34625,382.66625,347.19
BTC,10/13/2014,371.15625,356.99875,377.92125,352.45375
BTC,10/14/2014,392.7825,371.15625,394.5675,366.7275
BTC,10/15/2014,396.34625,392.7825,409.73375,390.89375
BTC,10/16/2014,392.56625,396.34625,397.48375,386.385
BTC,10/17/2014,376.26875,392.56625,393.36375,369.29375
BTC,10/20/2014,381.72375,390.95875,391.365,381.72375
BTC,10/21/2014,380.0575,381.72375,383.8175,377.025
BTC,10/22/2014,382.93875,380.0575,388.965,377.90937
BTC,10/23/2014,376.59,382.93875,383.8075,376.59
BTC,10/24/2014,351.7825,376.59,376.59,351.25625
BTC,10/27/2014,350.9775,345.1925,357.86875,345.1925
BTC,10/28/2014,349.79625,350.9775,355.53125,346.00125
BTC,10/29/2014,348.9025,349.79625,354.6925,346.82875
BTC,10/30/2014,335.53625,348.9025,351.84875,332.49874
BTC,10/31/2014,343.55875,335.53625,350.41375,332.73375
BTC,11/3/2014,331.60083,325.22633,333.75983,319.0435
BTC,11/4/2014,324.71833,331.60083,332.75133,323.06333
BTC,11/5/2014,332.45666,324.71833,335.81166,320.93333
BTC,11/6/2014,336.585,332.45666,341.49,328.56166
BTC,11/7/2014,346.775,336.585,351.575,336.02833
BTC,11/10/2014,358.50166,343.065,363.85333,342.325
BTC,11/11/2014,368.07666,358.50166,374.71166,357.98
BTC,11/12/2014,376.99666,368.07666,380.52,360.49166
BTC,11/13/2014,442.10666,376.99666,442.37166,376.98666
BTC,11/14/2014,389.00333,442.10666,458.05166,385.675
BTC,11/17/2014,400.47166,377.08,404.445,376.615
BTC,11/18/2014,384.93,400.47166,410.17,375.47833
BTC,11/19/2014,375.83333,384.93,389.35999,369.515
BTC,11/20/2014,376.16,375.83333,385.06,371.71833
BTC,11/21/2014,348.565,376.16,377.63,347.51333
BTC,11/24/2014,367.83,356.8,371.24166,353.475
BTC,11/25/2014,381.20666,367.83,388.67666,364.89
BTC,11/26/2014,375.498,381.20666,393.06333,369.851
BTC,11/27/2014,372.819,375.498,377.667,365.265
BTC,11/28/2014,368.983,372.819,373.272,367.401
BTC,12/1/2014,376.13218,376.851,381.582,374.492
BTC,12/2/2014,377.862,376.13218,382.602,376.082
BTC,12/3/2014,382.452,377.862,383.719,377.85311
BTC,12/4/2014,376.382,382.452,383.008,373.9132
BTC,12/5/2014,368.3618,376.382,378.106,365.543
BTC,12/8/2014,373.155,373.744,375.849,373.059
BTC,12/9/2014,357.884,373.155,373.7,356.069
BTC,12/10/2014,348.898,357.884,358.097,344.198
BTC,12/11/2014,341.041,348.898,351.242,337.632
BTC,12/12/2014,348.272,341.041,361.003,340.081
BTC,12/15/2014,348.674,347.348,353.14099,346.519
BTC,12/16/2014,338.547,348.674,349.745,337.79
BTC,12/17/2014,330.536,338.547,339.901,323.77499
BTC,12/18/2014,317.405,330.536,331.281,314.438
BTC,12/19/2014,306.45999,317.405,317.405,304.225
BTC,12/22/2014,320.03499,321.89299,324.993,317.58299
BTC,12/23/2014,328.701,320.03499,332.466,318.975
BTC,12/24/2014,332.053,328.701,335.903,328.053
BTC,12/25/2014,321.386,332.053,332.821,317.734
BTC,12/26/2014,318.563,321.386,321.685,316.13
BTC,12/29/2014,315.64,316.009,319.63099,310.541
BTC,12/30/2014,313.994,315.64,317.552,311.705
BTC,12/31/2014,309.903,313.994,314.467,308.812
BTC,1/1/2015,317.204,309.903,319.559,309.661
BTC,1/2/2015,314.49899,317.204,317.31599,312.567
BTC,1/5/2015,270.813,277.853,286.243,257.022
BTC,1/6/2015,272.0175,270.813,277.97199,265.24
BTC,1/7/2015,283.84125,272.0175,286.95999,271.67874
BTC,1/8/2015,290.485,283.84125,300.24124,283.68
BTC,1/9/2015,281.03625,290.485,291.40499,280.365
BTC,1/12/2015,268.10199,277.64999,277.64999,263.834
BTC,1/13/2015,243.081,268.10199,271.774,243.081
BTC,1/14/2015,219.128,243.081,249.04299,216.356
BTC,1/15/2015,193.3511,219.128,219.973,170.084
BTC,1/16/2015,220.5745,193.3511,229.3059,192.0803
BTC,1/19/2015,212.2711,195.59467,218.9848,194.5501
BTC,1/20/2015,211.5401,212.2711,216.6805,206.6594
BTC,1/21/2015,212.28249,211.5401,214.66619,204.8001
BTC,1/22/2015,230.6754,212.28249,236.83589,210.8765
BTC,1/23/2015,226.30419,230.6754,236.34609,224.3954
BTC,1/26/2015,283.59769,251.606,290.8877,243.305
BTC,1/27/2015,258.5374,283.59769,307.9664,254.225
BTC,1/28/2015,257.447,258.5374,268.022,250.9381
BTC,1/29/2015,235.948,257.447,262.7574,225.266
BTC,1/30/2015,233.141,235.948,237.463,220.1002
BTC,2/2/2015,229.80441,216.66066,231.91775,211.53066
BTC,2/3/2015,237.65175,229.80441,242.31883,222.218
BTC,2/4/2015,225.83858,237.65175,246.1851,224.10733
BTC,2/5/2015,226.554,225.83858,230.02183,220.71741
BTC,2/6/2015,219.75625,226.554,227.40666,214.65725
BTC,2/9/2015,222.78408,225.73291,229.33333,219.96391
BTC,2/10/2015,220.16725,222.78408,223.94616,217.08533
BTC,2/11/2015,223.00366,220.16725,223.5535,215.45466
BTC,2/12/2015,218.72833,223.00366,223.00924,218.27583
BTC,2/13/2015,223.96716,218.72833,224.00924,217.61941
BTC,2/16/2015,230.1355,256.21758,267.34908,226.90608
BTC,2/17/2015,235.71275,230.1355,239.58716,229.83233
BTC,2/18/2015,242.93183,235.71275,246.13708,234.99991
BTC,2/19/2015,237.1035,242.93183,243.79491,231.74658
BTC,2/20/2015,241.07183,237.1035,243.11,235.63558
BTC,2/23/2015,235.14141,245.145,245.70399,233.06841
BTC,2/24/2015,238.93183,235.14141,239.62416,231.77475
BTC,2/25/2015,238.15225,238.93183,239.36141,235.74258
BTC,2/26/2015,235.67716,238.15225,238.56583,233.85925
BTC,2/27/2015,251.28908,235.67716,251.28908,234.44633
BTC,3/2/2015,258.8485,251.9314,260.63639,244.9732
BTC,3/3/2015,270.7625,258.8485,272.46819,257.5751
BTC,3/4/2015,278.1172,270.7625,286.282,267.03699
BTC,3/5/2015,269.2606,278.1172,283.3832,266.469
BTC,3/6/2015,274.8977,269.2606,280.3962,263.627
BTC,3/9/2015,277.98519,276.72789,278.5315,271.9756
BTC,3/10/2015,294.1886,277.98519,296.4732,276.89909
BTC,3/11/2015,289.7149,294.1886,300.34,288.5597
BTC,3/12/2015,292.8678,289.7149,296.744,288.8829
BTC,3/13/2015,293.224,292.8678,296.73899,291.8317
BTC,3/16/2015,290.61579,283.0809,291.1669,282.4696
BTC,3/17/2015,290.542,290.61579,293.9259,288.934
BTC,3/18/2015,283.7507,290.542,291.754,282.6035
BTC,3/19/2015,252.44789,283.7507,284.4759,246.7832
BTC,3/20/2015,263.4741,252.44789,264.23519,250.6699
BTC,3/23/2015,267.5549,259.3943,269.9758,259.328
BTC,3/24/2015,265.273,267.5549,270.0403,260.6465
BTC,3/25/2015,246.6733,265.273,265.7907,242.8803
BTC,3/26/2015,245.6489,246.6733,249.2025,236.0453
BTC,3/27/2015,246.5497,245.6489,254.4384,244.3759
BTC,3/30/2015,245.1133,246.728,247.6292,236.4428
BTC,3/31/2015,247.2639,245.1133,248.5962,242.278
BTC,4/1/2015,243.3028,247.2639,247.8894,241.1402
BTC,4/2/2015,246.96,243.3028,247.9642,240.1261
BTC,4/3/2015,252.0578,246.96,254.1979,244.2932
BTC,4/6/2015,260.3589,252.0256,261.1468,251.12063
BTC,4/7/2015,252.0909,260.3589,260.404,251.08688
BTC,4/8/2015,252.8629,252.0909,255.2263,251.73675
BTC,4/9/2015,244.0449,252.8629,253.0569,242.592
BTC,4/10/2015,240.9478,244.0449,244.9784,237.9013
BTC,4/13/2015,235.522,236.5542,236.7432,232.6473
BTC,4/14/2015,222.6009,235.522,236.7879,220.5774
BTC,4/15/2015,220.9126,222.6009,222.6009,215.4597
BTC,4/16/2015,226.0171,220.9126,226.5496,218.55975
BTC,4/17/2015,227.9255,226.0171,229.2841,224.729
BTC,4/20/2015,223.9214,223.4062,226.1347,221.126
BTC,4/21/2015,224.9815,223.9214,226.2222,221.91625
BTC,4/22/2015,235.50369,224.9815,236.685,223.70388
BTC,4/23/2015,234.15749,235.50369,238.16109,232.4405
BTC,4/24/2015,233.40079,234.15749,236.3318,231.8257
BTC,4/27/2015,219.19029,219.94549,220.2149,214.2754
BTC,4/28/2015,227.3867,219.19029,232.3386,217.4964
BTC,4/29/2015,225.3545,227.3867,227.3867,222.8689
BTC,4/30/2015,225.9976,225.3545,226.919,223.2127
BTC,5/1/2015,236.6827,225.9976,239.6384,225.9976
BTC,5/4/2015,240.3646,236.2378,243.6192,236.176
BTC,5/5/2015,235.6033,240.3646,242.8279,235.5146
BTC,5/6/2015,235.6017,235.6033,236.87849,231.9009
BTC,5/7/2015,230.4207,235.6017,236.1943,228.903
BTC,5/8/2015,237.059,230.4207,239.9257,228.92579
BTC,5/11/2015,239.4036,241.516,244.2782,237.76
BTC,5/12/2015,240.00079,239.4036,244.06689,238.778
BTC,5/13/2015,241.3529,240.00079,242.2739,239.5551
